unitid,year,totcohortsize,w_cohortsize,m_cohortsize,tot4yrgrads,m_4yrgrads,w_4yrgrads,women_gradrate_4yr,womengradrate4yr,gradrate4yr,mengradrate4yr
126562,1996,373,215,158,54,20,34,15.81,0.158,0.145,0.127
126580,1996,375,227,148,63,18,45,19.82,0.198,0.168,0.122
126614,1996,3953,1983,1970,1529,623,906,45.69,0.457,0.387,0.316
126818,1996,2695,1511,1184,847,307,540,35.74,0.357,0.314,0.259
127060,1996,717,372,345,389,168,221,59.41,0.594,0.543,0.487
127185,1996,1124,493,631,122,43,79,16.02,0.16,0.109,0.068
127565,1996,1324,677,647,51,15,36,5.32,0.053,0.039,0.023
127741,1996,1642,1000,642,413,120,293,29.3,0.293,0.252,0.187
128106,1996,574,305,269,68,19,49,16.07,0.161,0.118,0.071
128744,1996,116,58,58,35,17,18,31.03,0.31,0.302,0.293
128771,1996,1092,534,558,165,65,100,18.73,0.187,0.151,0.116
129020,1996,2142,1156,986,908,311,597,51.64,0.516,0.424,0.315
129242,1996,876,440,436,642,299,343,77.95,0.78,0.733,0.686
129941,1996,329,109,220,68,40,28,25.69,0.257,0.207,0.182
130253,1996,602,361,241,281,81,200,55.4,0.554,0.467,0.336
130314,1996,164,164,0,66,0,66,40.24,0.402,0.402,NA
130493,1996,1009,587,422,137,39,98,16.7,0.167,0.136,0.092
130590,1996,504,238,266,387,195,192,80.67,0.807,0.768,0.733
130697,1996,738,374,364,633,311,322,86.1,0.861,0.858,0.854
130776,1996,496,242,254,60,32,28,11.57,0.116,0.121,0.126
130794,1996,1403,688,715,1235,611,624,90.7,0.907,0.88,0.855
130934,1996,544,305,239,87,21,66,21.64,0.216,0.16,0.088
130943,1996,3290,1980,1310,1823,623,1200,60.61,0.606,0.554,0.476
131159,1996,1107,703,404,643,224,419,59.6,0.596,0.581,0.554
131283,1996,452,264,188,261,100,161,60.98,0.61,0.577,0.532
131450,1996,186,105,81,13,6,7,6.67,0.067,0.07,0.074
131469,1996,1643,973,670,1082,427,655,67.32,0.673,0.659,0.637
131496,1996,1408,760,648,1256,569,687,90.39,0.904,0.892,0.878
131520,1996,1002,648,354,463,126,337,52.01,0.52,0.462,0.356
132471,1996,177,101,76,40,16,24,23.76,0.238,0.226,0.211
132602,1996,575,322,253,93,20,73,22.67,0.227,0.162,0.079
132903,1996,2579,1316,1263,672,219,453,34.42,0.344,0.261,0.173
133492,1996,429,260,169,242,84,158,60.77,0.608,0.564,0.497
133553,1996,711,95,616,132,119,13,13.68,0.137,0.186,0.193
133650,1996,1717,1017,700,281,83,198,19.47,0.195,0.164,0.119
133669,1996,1001,551,450,155,57,98,17.79,0.178,0.155,0.127
133711,1996,355,217,138,143,45,98,45.16,0.452,0.403,0.326
133881,1996,491,149,342,171,101,70,46.98,0.47,0.348,0.295
133951,1996,1846,1067,779,314,87,227,21.27,0.213,0.17,0.112
134079,1996,458,287,171,224,67,157,54.7,0.547,0.489,0.392
134097,1996,3999,2329,1670,1583,536,1047,44.95,0.45,0.396,0.321
134130,1996,5171,2899,2272,2599,929,1670,57.61,0.576,0.503,0.409
134945,1996,365,197,168,113,44,69,35.03,0.35,0.31,0.262
135726,1996,1678,893,785,887,381,506,56.66,0.567,0.529,0.485
136172,1996,987,583,404,213,62,151,25.9,0.259,0.216,0.153
136950,1996,418,240,178,194,69,125,52.08,0.521,0.464,0.388
137546,1996,416,229,187,211,83,128,55.9,0.559,0.507,0.444
138354,1996,459,261,198,107,39,68,26.05,0.26,0.233,0.197
138716,1996,503,281,222,34,10,24,8.54,0.085,0.068,0.045
138789,1996,805,519,286,60,14,46,8.86,0.089,0.075,0.049
139144,1996,539,339,200,252,79,173,51.03,0.51,0.468,0.395
139366,1996,616,383,233,43,10,33,8.62,0.086,0.07,0.043
139393,1996,206,119,87,109,43,66,55.46,0.555,0.529,0.494
139658,1996,1508,867,641,1076,438,638,73.59,0.736,0.714,0.683
139719,1996,573,307,266,48,6,42,13.68,0.137,0.084,0.023
139755,1996,2120,596,1524,484,288,196,32.89,0.329,0.228,0.189
139764,1996,315,199,116,43,10,33,16.58,0.166,0.137,0.086
139861,1996,715,483,232,119,23,96,19.88,0.199,0.166,0.099
139931,1996,3159,1699,1460,385,115,270,15.89,0.159,0.122,0.079
139940,1996,1551,985,566,211,58,153,15.53,0.155,0.136,0.102
139959,1996,3671,2184,1487,1546,494,1052,48.17,0.482,0.421,0.332
140447,1996,681,432,249,228,63,165,38.19,0.382,0.335,0.253
140960,1996,483,268,215,13,3,10,3.73,0.037,0.027,0.014
140988,1996,204,134,70,75,22,53,39.55,0.395,0.368,0.314
141185,1996,187,120,67,66,22,44,36.67,0.367,0.353,0.328
141264,1996,1838,1030,808,227,65,162,15.73,0.157,0.124,0.08
141334,1996,1296,801,495,141,28,113,14.11,0.141,0.109,0.057
141486,1996,152,100,52,31,10,21,21,0.21,0.204,0.192
141565,1996,333,207,126,35,11,24,11.59,0.116,0.105,0.087
141574,1996,1357,769,588,154,45,109,14.17,0.142,0.113,0.077
142276,1996,1378,789,589,49,15,34,4.31,0.043,0.036,0.025
142285,1996,1201,574,627,222,85,137,23.87,0.239,0.185,0.136
142461,1996,264,156,108,18,4,14,8.97,0.09,0.068,0.037
143084,1996,574,345,229,397,153,244,70.72,0.707,0.692,0.668
143288,1996,142,72,70,35,13,22,30.56,0.306,0.246,0.186
144005,1996,563,409,154,17,4,13,3.18,0.032,0.03,0.026
144281,1996,868,411,457,130,52,78,18.98,0.19,0.15,0.114
144740,1996,1122,668,454,483,184,299,44.76,0.448,0.43,0.405
144892,1996,1640,1000,640,505,126,379,37.9,0.379,0.308,0.197
144962,1996,222,137,85,130,49,81,59.12,0.591,0.586,0.576
144971,1996,128,67,61,55,19,36,53.73,0.537,0.43,0.311
145600,1996,2720,1505,1215,454,179,275,18.27,0.183,0.167,0.147
145619,1996,231,112,119,82,30,52,46.43,0.464,0.355,0.252
145637,1996,5938,2865,3073,3321,1507,1814,63.32,0.633,0.559,0.49
145691,1996,200,123,77,87,22,65,52.85,0.528,0.435,0.286
145813,1996,2888,1793,1095,877,245,632,35.25,0.352,0.304,0.224
146481,1996,324,152,172,188,90,98,64.47,0.645,0.58,0.523
146612,1996,312,137,175,120,57,63,45.99,0.46,0.385,0.326
146719,1996,1063,690,373,562,175,387,56.09,0.561,0.529,0.469
146825,1996,156,90,66,54,15,39,43.33,0.433,0.346,0.227
147013,1996,309,142,167,106,46,60,42.25,0.422,0.343,0.275
147244,1996,497,284,213,253,80,173,60.92,0.609,0.509,0.376
147341,1996,282,167,115,139,52,87,52.1,0.521,0.493,0.452
147703,1996,2434,1339,1095,613,246,367,27.41,0.274,0.252,0.225
147767,1996,1947,1035,912,1639,719,920,88.89,0.889,0.842,0.788
147776,1996,799,474,325,12,6,6,1.27,0.013,0.015,0.018
147828,1996,400,231,169,141,55,86,37.23,0.372,0.352,0.325
148131,1996,283,135,148,112,50,62,45.93,0.459,0.396,0.338
148496,1996,153,106,47,80,27,53,50,0.5,0.523,0.574
148584,1996,151,91,60,53,15,38,41.76,0.418,0.351,0.25
148627,1996,203,116,87,56,14,42,36.21,0.362,0.276,0.161
149222,1996,2404,1054,1350,376,152,224,21.25,0.212,0.156,0.113
149231,1996,1176,741,435,170,36,134,18.08,0.181,0.145,0.083
149772,1996,1477,720,757,428,171,257,35.69,0.357,0.29,0.226
149781,1996,557,278,279,424,207,217,78.06,0.781,0.761,0.742
150066,1996,406,222,184,144,47,97,43.69,0.437,0.355,0.255
150136,1996,3763,1959,1804,726,241,485,24.76,0.248,0.193,0.134
150145,1996,201,117,84,68,22,46,39.32,0.393,0.338,0.262
150163,1996,777,475,302,426,137,289,60.84,0.608,0.548,0.454
150400,1996,619,351,268,450,192,258,73.5,0.735,0.727,0.716
150534,1996,694,428,266,294,99,195,45.56,0.456,0.424,0.372
150668,1996,197,107,90,90,39,51,47.66,0.477,0.457,0.433
150941,1996,174,104,70,95,37,58,55.77,0.558,0.546,0.529
151102,1996,1196,647,549,44,16,28,4.33,0.043,0.037,0.029
151111,1996,2100,1172,928,87,30,57,4.86,0.049,0.041,0.032
151306,1996,1573,912,661,173,45,128,14.04,0.14,0.11,0.068
151324,1996,1911,1026,885,355,111,244,23.78,0.238,0.186,0.125
151333,1996,339,227,112,20,6,14,6.17,0.062,0.059,0.054
151342,1996,593,360,233,41,9,32,8.89,0.089,0.069,0.039
151351,1996,5766,3376,2390,2660,975,1685,49.91,0.499,0.461,0.408
151360,1996,560,355,205,37,14,23,6.48,0.065,0.066,0.068
151379,1996,643,375,268,60,18,42,11.2,0.112,0.093,0.067
151388,1996,233,148,85,9,3,6,4.05,0.04,0.039,0.035
151777,1996,305,151,154,113,46,67,44.37,0.444,0.37,0.299
151786,1996,221,151,70,67,16,51,33.77,0.338,0.303,0.229
152080,1996,1920,862,1058,1698,915,783,90.84,0.908,0.884,0.865
152248,1996,1026,558,468,92,42,50,8.96,0.09,0.09,0.09
152363,1996,212,107,105,93,40,53,49.53,0.495,0.439,0.381
152530,1996,485,270,215,348,147,201,74.44,0.744,0.718,0.684
152600,1996,656,348,308,381,149,232,66.67,0.667,0.581,0.484
153001,1996,311,161,150,124,52,72,44.72,0.447,0.399,0.347
153108,1996,303,178,125,160,58,102,57.3,0.573,0.528,0.464
153269,1996,638,385,253,352,145,207,53.77,0.538,0.552,0.573
153384,1996,354,210,144,271,106,165,78.57,0.786,0.766,0.736
153603,1996,3599,1592,2007,1022,455,567,35.62,0.356,0.284,0.227
153834,1996,615,347,268,437,190,247,71.18,0.712,0.711,0.709
154095,1996,2012,1234,778,673,224,449,36.39,0.364,0.334,0.288
155089,1996,196,111,85,47,12,35,31.53,0.315,0.24,0.141
155317,1996,3546,1902,1644,926,349,577,30.34,0.303,0.261,0.212
155335,1996,96,61,35,29,10,19,31.15,0.312,0.302,0.286
155399,1996,2681,1326,1355,583,208,375,28.28,0.283,0.217,0.154
155520,1996,230,129,101,70,21,49,37.98,0.38,0.304,0.208
155627,1996,130,48,82,52,23,29,60.42,0.604,0.4,0.28
155937,1996,146,72,74,50,18,32,44.44,0.444,0.342,0.243
156213,1996,289,184,105,133,50,83,45.11,0.451,0.46,0.476
156286,1996,327,203,124,164,57,107,52.71,0.527,0.502,0.46
156295,1996,396,225,171,125,53,72,32,0.32,0.316,0.31
156365,1996,295,151,144,66,21,45,29.8,0.298,0.224,0.146
156541,1996,421,210,211,95,40,55,26.19,0.262,0.226,0.19
156745,1996,326,193,133,131,41,90,46.63,0.466,0.402,0.308
157058,1996,364,163,201,27,7,20,12.27,0.123,0.074,0.035
157076,1996,179,103,76,44,22,22,21.36,0.214,0.246,0.289
157085,1996,2640,1459,1181,720,253,467,32.01,0.32,0.273,0.214
157289,1996,1861,950,911,197,69,128,13.47,0.135,0.106,0.076
157386,1996,1271,687,584,157,55,102,14.85,0.148,0.124,0.094
157401,1996,1366,749,617,339,105,234,31.24,0.312,0.248,0.17
157447,1996,1487,823,664,71,16,55,6.68,0.067,0.048,0.024
157535,1996,211,144,67,34,11,23,15.97,0.16,0.161,0.164
157951,1996,2257,1234,1023,471,164,307,24.88,0.249,0.209,0.16
158477,1996,190,103,87,74,29,45,43.69,0.437,0.389,0.333
159009,1996,1091,574,517,90,27,63,10.98,0.11,0.082,0.052
159391,1996,3992,2169,1823,867,264,603,27.8,0.278,0.217,0.145
159647,1996,1279,618,661,330,133,197,31.88,0.319,0.258,0.201
159717,1996,1357,750,607,105,24,81,10.8,0.108,0.077,0.04
159966,1996,1008,603,405,54,13,41,6.8,0.068,0.054,0.032
160038,1996,1480,891,589,22,5,17,1.91,0.019,0.015,0.008
160612,1996,2337,1273,1064,107,33,74,5.81,0.058,0.046,0.031
160621,1996,1910,1041,869,129,24,105,10.09,0.101,0.068,0.028
160658,1996,2674,1461,1213,161,41,120,8.21,0.082,0.06,0.034
161004,1996,443,223,220,369,175,194,87,0.87,0.833,0.795
161226,1996,477,332,145,147,32,115,34.64,0.346,0.308,0.221
161235,1996,84,49,35,9,1,8,16.33,0.163,0.107,0.029
161244,1996,143,86,57,9,3,6,6.98,0.07,0.063,0.053
161253,1996,1264,549,715,340,156,184,33.52,0.335,0.269,0.218
161554,1996,683,383,300,56,17,39,10.18,0.102,0.082,0.057
162007,1996,301,169,132,41,9,32,18.93,0.189,0.136,0.068
162210,1996,154,79,75,20,6,14,17.72,0.177,0.13,0.08
162283,1996,513,357,156,33,11,22,6.16,0.062,0.064,0.071
162584,1996,975,482,493,195,70,125,25.93,0.259,0.2,0.142
162654,1996,268,188,80,165,38,127,67.55,0.675,0.616,0.475
162760,1996,129,128,1,73,0,73,57.03,0.57,0.566,0
162928,1996,1018,408,610,826,483,343,84.07,0.841,0.811,0.792
163046,1996,812,443,369,592,245,347,78.33,0.783,0.729,0.664
163268,1996,1005,505,500,280,106,174,34.46,0.345,0.279,0.212
163286,1996,3539,1720,1819,1449,585,864,50.23,0.502,0.409,0.322
163453,1996,917,546,371,162,27,135,24.73,0.247,0.177,0.073
163462,1996,367,207,160,214,80,134,64.73,0.647,0.583,0.5
163851,1996,689,393,296,311,98,213,54.2,0.542,0.451,0.331
163912,1996,312,180,132,221,93,128,71.11,0.711,0.708,0.705
164076,1996,1851,1127,724,513,127,386,34.25,0.342,0.277,0.175
164173,1996,286,205,81,89,20,69,33.66,0.337,0.311,0.247
164216,1996,312,198,114,203,67,136,68.69,0.687,0.651,0.588
164270,1996,385,199,186,236,100,136,68.34,0.683,0.613,0.538
164447,1996,253,133,120,79,30,49,36.84,0.368,0.312,0.25
164492,1996,112,69,43,53,24,29,42.03,0.42,0.473,0.558
164562,1996,431,266,165,296,112,184,69.17,0.692,0.687,0.679
165015,1996,761,393,368,608,275,333,84.73,0.847,0.799,0.747
165024,1996,1155,697,458,222,52,170,24.39,0.244,0.192,0.114
165334,1996,527,301,226,336,128,208,69.1,0.691,0.638,0.566
165662,1996,547,318,229,358,161,197,61.95,0.62,0.654,0.703
165671,1996,86,86,0,45,0,45,52.33,0.523,0.523,NA
165820,1996,436,265,171,95,19,76,28.68,0.287,0.218,0.111
165866,1996,644,429,215,127,26,101,23.54,0.235,0.197,0.121
165936,1996,326,210,116,152,41,111,52.86,0.529,0.466,0.353
166027,1996,1611,721,890,1390,754,636,88.21,0.882,0.863,0.847
166124,1996,688,349,339,611,287,324,92.84,0.928,0.888,0.847
166513,1996,1022,428,594,228,96,132,30.84,0.308,0.223,0.162
166629,1996,4073,1964,2109,1577,660,917,46.69,0.467,0.387,0.313
166638,1996,538,274,264,55,14,41,14.96,0.15,0.102,0.053
166683,1996,1065,446,619,875,498,377,84.53,0.845,0.822,0.805
167288,1996,311,176,135,101,35,66,37.5,0.375,0.325,0.259
167987,1996,825,429,396,240,71,169,39.39,0.394,0.291,0.179
167996,1996,551,310,241,419,169,250,80.65,0.807,0.76,0.701
168005,1996,507,288,219,140,46,94,32.64,0.326,0.276,0.21
168148,1996,1179,597,582,950,452,498,83.42,0.834,0.806,0.777
168254,1996,478,174,304,173,104,69,39.66,0.397,0.362,0.342
168281,1996,445,315,130,295,82,213,67.62,0.676,0.663,0.631
168342,1996,553,276,277,507,248,259,93.84,0.938,0.917,0.895
168546,1996,433,227,206,278,120,158,69.6,0.696,0.642,0.583
168786,1996,283,177,106,92,28,64,36.16,0.362,0.325,0.264
169080,1996,960,565,395,545,209,336,59.47,0.595,0.568,0.529
169798,1996,2298,1371,927,225,77,148,10.8,0.108,0.098,0.083
169910,1996,1831,731,1100,48,28,20,2.74,0.027,0.026,0.025
170082,1996,2039,1200,839,356,112,244,20.33,0.203,0.175,0.133
170301,1996,695,415,280,474,166,308,74.22,0.742,0.682,0.593
170532,1996,360,202,158,239,108,131,64.85,0.648,0.664,0.684
170639,1996,540,247,293,63,27,36,14.57,0.146,0.117,0.092
170976,1996,5328,2710,2618,3399,1533,1866,68.86,0.689,0.638,0.586
171100,1996,6708,3728,2980,2358,809,1549,41.55,0.416,0.352,0.271
171128,1996,1068,260,808,298,199,99,38.08,0.381,0.279,0.246
171137,1996,666,321,345,67,23,44,13.71,0.137,0.101,0.067
171146,1996,551,352,199,53,15,38,10.8,0.108,0.096,0.075
171599,1996,241,93,148,45,21,24,25.81,0.258,0.187,0.142
172051,1996,747,425,322,33,8,25,5.88,0.059,0.044,0.025
172699,1996,3121,1801,1320,557,177,380,21.1,0.211,0.178,0.134
173160,1996,468,284,184,292,103,189,66.55,0.665,0.624,0.56
173258,1996,471,256,215,387,164,223,87.11,0.871,0.822,0.763
173328,1996,161,82,79,53,25,28,34.15,0.341,0.329,0.316
173647,1996,633,375,258,504,202,302,80.53,0.805,0.796,0.783
173902,1996,491,293,198,377,151,226,77.13,0.771,0.768,0.763
174066,1996,4057,2049,2008,1050,451,599,29.23,0.292,0.259,0.225
174233,1996,1736,886,850,411,156,255,28.78,0.288,0.237,0.184
174251,1996,522,310,212,223,71,152,49.03,0.49,0.427,0.335
174491,1996,358,223,135,140,36,104,46.64,0.466,0.391,0.267
174792,1996,426,0,426,296,296,0,NA,NA,0.695,0.695
174844,1996,771,448,323,565,228,337,75.22,0.752,0.733,0.706
174899,1996,295,229,66,145,36,109,47.6,0.476,0.492,0.545
174914,1996,991,540,451,519,204,315,58.33,0.583,0.524,0.452
175342,1996,621,384,237,175,44,131,34.11,0.341,0.282,0.186
175421,1996,84,42,42,21,11,10,23.81,0.238,0.25,0.262
175616,1996,449,278,171,94,27,67,24.1,0.241,0.209,0.158
175856,1996,906,508,398,140,33,107,21.06,0.211,0.155,0.083
175980,1996,292,163,129,166,64,102,62.58,0.626,0.568,0.496
176017,1996,1736,909,827,580,199,381,41.91,0.419,0.334,0.241
176035,1996,291,248,43,58,2,56,22.58,0.226,0.199,0.047
176044,1996,367,170,197,59,26,33,19.41,0.194,0.161,0.132
176080,1996,1864,869,995,463,175,288,33.14,0.331,0.248,0.176
176406,1996,211,144,67,68,11,57,39.58,0.396,0.322,0.164
176628,1996,91,56,35,20,5,15,26.79,0.268,0.22,0.143
176947,1996,212,82,130,48,19,29,35.37,0.354,0.226,0.146
176965,1996,1252,655,597,221,77,144,21.98,0.22,0.177,0.129
177418,1996,146,104,42,66,13,53,50.96,0.51,0.452,0.31
178059,1996,185,127,58,100,28,72,56.69,0.567,0.541,0.483
178341,1996,685,373,312,77,25,52,13.94,0.139,0.112,0.08
178387,1996,963,564,399,113,28,85,15.07,0.151,0.117,0.07
