unitid,year,totcohortsize,w_cohortsize,m_cohortsize,tot4yrgrads,m_4yrgrads,w_4yrgrads,women_gradrate_4yr,womengradrate4yr,gradrate4yr,mengradrate4yr
102368,1992,935,460,475,217,73,144,31.3,0.313,0.232,0.154
102377,1992,612,311,301,123,36,87,27.97,0.28,0.201,0.12
104151,1992,2901,1503,1398,452,162,290,19.29,0.193,0.156,0.116
104179,1992,3803,1926,1877,814,302,512,26.58,0.266,0.214,0.161
105330,1992,2095,1203,892,315,104,211,17.54,0.175,0.15,0.117
106245,1992,1092,600,492,61,23,38,6.33,0.063,0.056,0.047
106342,1992,138,80,58,51,21,30,37.5,0.375,0.37,0.362
106397,1992,2327,1066,1261,394,165,229,21.48,0.215,0.169,0.131
106412,1992,592,341,251,27,9,18,5.28,0.053,0.046,0.036
106458,1992,1607,855,752,164,48,116,13.57,0.136,0.102,0.064
106467,1992,812,438,374,112,33,79,18.04,0.18,0.138,0.088
106485,1992,581,302,279,53,15,38,12.58,0.126,0.091,0.054
106704,1992,1948,1150,798,352,116,236,20.52,0.205,0.181,0.145
107044,1992,818,434,384,238,91,147,33.87,0.339,0.291,0.237
107080,1992,335,183,152,174,76,98,53.55,0.535,0.519,0.5
107141,1992,196,109,87,70,31,39,35.78,0.358,0.357,0.356
107512,1992,296,148,148,121,36,85,57.43,0.574,0.409,0.243
107558,1992,120,53,67,11,7,4,7.55,0.076,0.092,0.104
110097,1992,464,290,174,176,64,112,38.62,0.386,0.379,0.368
110404,1992,233,60,173,165,119,46,76.67,0.767,0.708,0.688
110422,1992,1295,566,729,136,37,99,17.49,0.175,0.105,0.051
110486,1992,323,181,142,32,11,21,11.6,0.116,0.099,0.077
110495,1992,307,191,116,33,11,22,11.52,0.115,0.107,0.095
110510,1992,737,449,288,59,23,36,8.02,0.08,0.08,0.08
110529,1992,1358,551,807,84,34,50,9.07,0.091,0.062,0.042
110538,1992,1325,758,567,148,34,114,15.04,0.15,0.112,0.06
110547,1992,485,336,149,16,6,10,2.98,0.03,0.033,0.04
110556,1992,1559,860,699,165,52,113,13.14,0.131,0.106,0.074
110565,1992,1589,926,663,108,27,81,8.75,0.088,0.068,0.041
110574,1992,572,394,178,76,17,59,14.97,0.15,0.133,0.096
110583,1992,1565,961,604,79,27,52,5.41,0.054,0.05,0.045
110592,1992,1206,738,468,45,16,29,3.93,0.039,0.037,0.034
110617,1992,922,513,409,71,20,51,9.94,0.099,0.077,0.049
113698,1992,65,45,20,24,8,16,35.56,0.356,0.369,0.4
115755,1992,779,421,358,45,16,29,6.89,0.069,0.058,0.045
119173,1992,217,217,0,64,0,64,29.49,0.295,0.295,NA
120184,1992,85,54,31,34,14,20,37.04,0.37,0.4,0.452
